7.443000000000000682e+01 4.352300000000000182e+02 2.342999999999999972e+01 1.113799999999999955e+02
7.465000000000000568e+01 4.452400000000000091e+02 2.353999999999999915e+01 1.119000000000000057e+02
7.406000000000000227e+01 4.512400000000000091e+02 2.355999999999999872e+01 1.119699999999999989e+02
7.596999999999999886e+01 4.656600000000000250e+02 2.348999999999999844e+01 1.129099999999999966e+02
7.571999999999999886e+01 4.668999999999999773e+02 2.344999999999999929e+01 1.132000000000000028e+02
8.051000000000000512e+01 4.697599999999999909e+02 2.357000000000000028e+01 1.133100000000000023e+02
8.354000000000000625e+01 4.716299999999999955e+02 2.382000000000000028e+01 1.136700000000000017e+02
8.393000000000000682e+01 4.636299999999999955e+02 2.369000000000000128e+01 1.132199999999999989e+02
8.521999999999999886e+01 4.662500000000000000e+02 2.373999999999999844e+01 1.131200000000000045e+02
8.434999999999999432e+01 4.671100000000000136e+02 2.355999999999999872e+01 1.128100000000000023e+02
8.214000000000000057e+01 4.449100000000000250e+02 2.342000000000000171e+01 1.123599999999999994e+02
7.870000000000000284e+01 4.364499999999999886e+02 2.358999999999999986e+01 1.127900000000000063e+02
7.576000000000000512e+01 3.994599999999999795e+02 2.305000000000000071e+01 1.107300000000000040e+02
7.734000000000000341e+01 4.275000000000000000e+02 2.300000000000000000e+01 1.111299999999999955e+02
7.570999999999999375e+01 4.430299999999999727e+02 2.294000000000000128e+01 1.112399999999999949e+02
7.387999999999999545e+01 4.330000000000000000e+02 2.305000000000000071e+01 1.113400000000000034e+02
7.201999999999999602e+01 4.342699999999999818e+02 2.312999999999999901e+01 1.119599999999999937e+02
7.171999999999999886e+01 4.334900000000000091e+02 2.426000000000000156e+01 1.129899999999999949e+02
7.468000000000000682e+01 4.268199999999999932e+02 2.444000000000000128e+01 1.129099999999999966e+02
7.518999999999999773e+01 4.326600000000000250e+02 2.457000000000000028e+01 1.120799999999999983e+02
7.509999999999999432e+01 4.017799999999999727e+02 2.448000000000000043e+01 1.128599999999999994e+02
7.179000000000000625e+01 3.960400000000000205e+02 2.416000000000000014e+01 1.115499999999999972e+02
7.154000000000000625e+01 3.815500000000000114e+02 2.403999999999999915e+01 1.110000000000000000e+02
6.701000000000000512e+01 3.851000000000000227e+02 2.371999999999999886e+01 1.112900000000000063e+02
6.731000000000000227e+01 3.679200000000000159e+02 2.351999999999999957e+01 1.102999999999999972e+02
6.851999999999999602e+01 3.690799999999999841e+02 2.348999999999999844e+01 1.113100000000000023e+02
6.467000000000000171e+01 3.587699999999999818e+02 2.326999999999999957e+01 1.111200000000000045e+02
6.701999999999999602e+01 3.626100000000000136e+02 2.330000000000000071e+01 1.113199999999999932e+02
6.443000000000000682e+01 3.456999999999999886e+02 2.303999999999999915e+01 1.111200000000000045e+02
6.734999999999999432e+01 3.433199999999999932e+02 2.326000000000000156e+01 1.122999999999999972e+02
6.892000000000000171e+01 3.423799999999999955e+02 2.353999999999999915e+01 1.126899999999999977e+02
7.026999999999999602e+01 3.664599999999999795e+02 2.348000000000000043e+01 1.135400000000000063e+02
6.998999999999999488e+01 3.687500000000000000e+02 2.339000000000000057e+01 1.132300000000000040e+02
6.878000000000000114e+01 3.665899999999999750e+02 2.325000000000000000e+01 1.129500000000000028e+02
7.101999999999999602e+01 3.654900000000000091e+02 2.339999999999999858e+01 1.136299999999999955e+02
7.143999999999999773e+01 3.780699999999999932e+02 2.335000000000000142e+01 1.134699999999999989e+02
7.115000000000000568e+01 3.773999999999999773e+02 2.332999999999999829e+01 1.137600000000000051e+02
7.068999999999999773e+01 3.903799999999999955e+02 2.369000000000000128e+01 1.137999999999999972e+02
6.820000000000000284e+01 3.626200000000000045e+02 2.353999999999999915e+01 1.127199999999999989e+02
6.879999999999999716e+01 3.648000000000000114e+02 2.376999999999999957e+01 1.137199999999999989e+02
6.931000000000000227e+01 3.764499999999999886e+02 2.362000000000000099e+01 1.137099999999999937e+02
6.743000000000000682e+01 3.781800000000000068e+02 2.358999999999999986e+01 1.131899999999999977e+02
6.520000000000000284e+01 3.681000000000000227e+02 2.357000000000000028e+01 1.126700000000000017e+02
